"","...1","Year","Datetime","Stage","Stadium","City","Home_Team_Name","Home_Team_Goals","Away_Team_Goals","Away_Team_Name","Win_Conditions","Attendance","Half-time_Home_Goals","Half-time_Away_Goals","Referee","Assistant_1","Assistant_2","RoundID","MatchID","Home_Team_Initials","Away_Team_Initials"
"703",703,2006,2006-07-01 17:00:00,"Quarter-finals","FIFA World Cup Stadium, Gelsenkirchen","Gelsenkirchen","England",0,0,"Portugal","Portugal win on penalties (1 - 3)",52000,0,0,"ELIZONDO Horacio (ARG)","GARCIA Dario (ARG)","OTERO Rodolfo (ARG)",97410300,97410059,"ENG","POR"
"704",704,2006,2006-07-01 21:00:00,"Quarter-finals","FIFA World Cup Stadium, Frankfurt","Frankfurt/Main","Brazil",0,1,"France",NA,48000,0,0,"MEDINA CANTALEJO Luis (ESP)","GIRALDEZ CARRASCO Victoriano (ESP)","MEDINA HERNANDEZ Pedro (ESP)",97410300,97410060,"BRA","FRA"
"705",705,2006,2006-07-04 21:00:00,"Semi-finals","FIFA World Cup Stadium, Dortmund","Dortmund","Germany",0,2,"Italy","Italy win after extra time",65000,0,0,"ARCHUNDIA Benito (MEX)","RAMIREZ Jose (MEX)","VERGARA Hector (CAN)",97410400,97410061,"GER","ITA"
"706",706,2006,2006-07-05 21:00:00,"Semi-finals","FIFA World Cup Stadium, Munich","Munich","Portugal",0,1,"France",NA,66000,0,1,"LARRIONDA Jorge (URU)","RIAL Walter (URU)","FANDINO Pablo (URU)",97410400,97410062,"POR","FRA"
"707",707,2006,2006-07-08 21:00:00,"Third place","Gottlieb-Daimler-Stadion","Stuttgart","Germany",3,1,"Portugal",NA,52000,0,0,"KAMIKAWA Toru (JPN)","HIROSHIMA Yoshikazu (JPN)","KIM Dae Young (KOR)",97410500,97410063,"GER","POR"
"708",708,2006,2006-07-09 20:00:00,"Final","Olympiastadion","Berlin","Italy",1,1,"France","Italy win on penalties (5 - 3)",69000,0,0,"ELIZONDO Horacio (ARG)","GARCIA Dario (ARG)","OTERO Rodolfo (ARG)",97410600,97410064,"ITA","FRA"
"709",709,2010,2010-06-11 16:00:00,"Group A","Soccer City Stadium","Johannesburg","South Africa",1,1,"Mexico",NA,84490,0,0,"Ravshan IRMATOV (UZB)","ILYASOV Rafael (UZB)","KOCHKAROV Bakhadyr (KGZ)",249722,300061454,"RSA","MEX"
"710",710,2010,2010-06-11 20:30:00,"Group A","Cape Town Stadium","Cape Town","Uruguay",0,0,"France",NA,64100,0,0,"NISHIMURA Yuichi (JPN)","SAGARA Toru (JPN)","JEONG Hae Sang (KOR)",249722,300061453,"URU","FRA"
"711",711,2010,2010-06-12 13:30:00,"Group B","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Korea Republic",2,0,"Greece",NA,31513,1,0,"HESTER Michael (NZL)","HINTZ Jan Hendrik (NZL)","MAKASINI Tevita (TGA)",249722,300061459,"KOR","GRE"
"712",712,2010,2010-06-12 16:00:00,"Group B","Ellis Park Stadium","Johannesburg","Argentina",1,0,"Nigeria",NA,55686,1,0,"Wolfgang STARK (GER)","SALVER Jan-Hendrik (GER)","PICKEL Mike (GER)",249722,300061460,"ARG","NGA"
"713",713,2010,2010-06-12 20:30:00,"Group C","Royal Bafokeng Sports Palace","Phokeng","England",1,1,"USA",NA,38646,1,1,"SIMON Carlos (BRA)","HAUSMANN Altemir (BRA)","BRAATZ Roberto (BRA)",249722,300061466,"ENG","USA"
"714",714,2010,2010-06-13 13:30:00,"Group C","Peter Mokaba Stadium","Polokwane","Algeria",0,1,"Slovenia",NA,30325,0,0,"BATRES Carlos (GUA)","LEAL Leonel (CRC)","PASTRANA Carlos (HON)",249722,300061465,"ALG","SVN"
"715",715,2010,2010-06-13 16:00:00,"Group D","Loftus Versfeld Stadium","Tshwane/Pretoria","Serbia",0,1,"Ghana",NA,38833,0,0,"BALDASSI Hector (ARG)","CASAS Ricardo (ARG)","MAIDANA Hernan (ARG)",249722,300061471,"SRB","GHA"
"716",716,2010,2010-06-13 20:30:00,"Group D","Durban Stadium","Durban","Germany",4,0,"Australia",NA,62660,2,0,"RODRIGUEZ Marco (MEX)","CAMARGO Jose Luis (MEX)","MORIN Alberto (MEX)",249722,300111116,"GER","AUS"
"717",717,2010,2010-06-14 13:30:00,"Group E","Soccer City Stadium","Johannesburg","Netherlands",2,0,"Denmark",NA,83465,0,0,"St�phane LANNOY (FRA)","DANSAULT Eric (FRA)","UGO Laurent (FRA)",249722,300061478,"NED","DEN"
"718",718,2010,2010-06-14 16:00:00,"Group E","Free State Stadium","Mangaung/Bloemfontein","Japan",1,0,"Cameroon",NA,30620,1,0,"Oleg�rio BENQUEREN�A (POR)","CARDINAL Jose (POR)","MIRANDA Bertino (POR)",249722,300061477,"JPN","CMR"
"719",719,2010,2010-06-14 20:30:00,"Group F","Cape Town Stadium","Cape Town","Italy",1,1,"Paraguay",NA,62869,0,1,"ARCHUNDIA Benito (MEX)","VERGARA Hector (CAN)","TORRENTERA Marvin (MEX)",249722,300061484,"ITA","PAR"
"720",720,2010,2010-06-15 13:30:00,"Group F","Royal Bafokeng Sports Palace","Phokeng","New Zealand",1,1,"Slovakia",NA,23871,0,0,"DAMON Jerome (RSA)","NTAGUNGIRA Celestin (RWA)","MOLEFE Enock (RSA)",249722,300061483,"NZL","SVK"
"721",721,2010,2010-06-15 16:00:00,"Group G","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","C�te d'Ivoire",0,0,"Portugal",NA,37034,0,0,"LARRIONDA Jorge (URU)","FANDINO Pablo (URU)","ESPINOSA Mauricio (URU)",249722,300061489,"CIV","POR"
"722",722,2010,2010-06-15 20:30:00,"Group G","Ellis Park Stadium","Johannesburg","Brazil",2,1,"Korea DPR",NA,54331,0,0,"KASSAI Viktor (HUN)","EROS Gabor (HUN)","VAMOS Tibor (HUN)",249722,300061490,"BRA","PRK"
"723",723,2010,2010-06-16 13:30:00,"Group H","Mbombela Stadium","Nelspruit","Honduras",0,1,"Chile",NA,32664,0,1,"MAILLET Eddy (SEY)","MENKOUANDE Evarist (CMR)","HASSANI Bechir (TUN)",249722,300061495,"HON","CHI"
"724",724,2010,2010-06-16 16:00:00,"Group H","Durban Stadium","Durban","Spain",0,1,"Switzerland",NA,62453,0,0,"WEBB Howard (ENG)","Darren CANN (ENG)","MULLARKEY Michael (ENG)",249722,300111112,"ESP","SUI"
"725",725,2010,2010-06-16 20:30:00,"Group A","Loftus Versfeld Stadium","Tshwane/Pretoria","South Africa",0,3,"Uruguay",NA,42658,0,1,"BUSACCA Massimo (SUI)","ARNET Matthias (SUI)","BURAGINA Francesco (SUI)",249722,300061452,"RSA","URU"
"726",726,2010,2010-06-17 13:30:00,"Group B","Soccer City Stadium","Johannesburg","Argentina",4,1,"Korea Republic",NA,82174,2,1,"DE BLEECKERE Frank (BEL)","HERMANS Peter (BEL)","VROMANS Walter (BEL)",249722,300061458,"ARG","KOR"
"727",727,2010,2010-06-17 16:00:00,"Group B","Free State Stadium","Mangaung/Bloemfontein","Greece",2,1,"Nigeria",NA,31593,1,1,"RUIZ Oscar (COL)","GONZALEZ Abraham (COL)","CLAVIJO Humberto (COL)",249722,300061457,"GRE","NGA"
"728",728,2010,2010-06-17 20:30:00,"Group A","Peter Mokaba Stadium","Polokwane","France",0,2,"Mexico",NA,35370,0,0,"AL GHAMDI Khalil (KSA)","KAMRANIFAR Hassan (IRN)","AL MARZOUQI Saleh (UAE)",249722,300061451,"FRA","MEX"
"729",729,2010,2010-06-18 13:30:00,"Group D","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Germany",0,1,"Serbia",NA,38294,0,1,"Alberto UNDIANO MALLENCO (ESP)","MARTINEZ Fermin (ESP)","YUSTE Juan (ESP)",249722,300061470,"GER","SRB"
"730",730,2010,2010-06-18 16:00:00,"Group C","Ellis Park Stadium","Johannesburg","Slovenia",2,2,"USA",NA,45573,2,0,"Koman COULIBALY (MLI)","ACHIK Redouane (MAR)","MANUEL CANDIDO Inacio (ANG)",249722,300061463,"SVN","USA"
"731",731,2010,2010-06-18 20:30:00,"Group C","Cape Town Stadium","Cape Town","England",0,0,"Algeria",NA,64100,0,0,"Ravshan IRMATOV (UZB)","ILYASOV Rafael (UZB)","KOCHKAROV Bakhadyr (KGZ)",249722,300061464,"ENG","ALG"
"732",732,2010,2010-06-19 13:30:00,"Group E","Durban Stadium","Durban","Netherlands",1,0,"Japan",NA,62010,0,0,"BALDASSI Hector (ARG)","CASAS Ricardo (ARG)","MAIDANA Hernan (ARG)",249722,300111117,"NED","JPN"
"733",733,2010,2010-06-19 16:00:00,"Group D","Royal Bafokeng Sports Palace","Phokeng","Ghana",1,1,"Australia",NA,34812,1,1,"ROSETTI Roberto (ITA)","CALCAGNO Paolo (ITA)","AYROLDI Stefano (ITA)",249722,300061469,"GHA","AUS"
"734",734,2010,2010-06-19 20:30:00,"Group E","Loftus Versfeld Stadium","Tshwane/Pretoria","Cameroon",1,2,"Denmark",NA,38074,1,1,"LARRIONDA Jorge (URU)","FANDINO Pablo (URU)","ESPINOSA Mauricio (URU)",249722,300061475,"CMR","DEN"
"735",735,2010,2010-06-20 13:30:00,"Group F","Free State Stadium","Mangaung/Bloemfontein","Slovakia",0,2,"Paraguay",NA,26643,0,1,"MAILLET Eddy (SEY)","MENKOUANDE Evarist (CMR)","HASSANI Bechir (TUN)",249722,300061481,"SVK","PAR"
"736",736,2010,2010-06-20 16:00:00,"Group F","Mbombela Stadium","Nelspruit","Italy",1,1,"New Zealand",NA,38229,1,1,"BATRES Carlos (GUA)","LEAL Leonel (CRC)","PASTRANA Carlos (HON)",249722,300061482,"ITA","NZL"
"737",737,2010,2010-06-20 20:30:00,"Group G","Soccer City Stadium","Johannesburg","Brazil",3,1,"C�te d'Ivoire",NA,84455,1,0,"St�phane LANNOY (FRA)","DANSAULT Eric (FRA)","UGO Laurent (FRA)",249722,300061488,"BRA","CIV"
"738",738,2010,2010-06-21 13:30:00,"Group G","Cape Town Stadium","Cape Town","Portugal",7,0,"Korea DPR",NA,63644,1,0,"POZO Pablo (CHI)","BASUALTO Patricio (CHI)","MONDRIA Francisco (CHI)",249722,300061487,"POR","PRK"
"739",739,2010,2010-06-21 16:00:00,"Group H","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Chile",1,0,"Switzerland",NA,34872,0,0,"AL GHAMDI Khalil (KSA)","KAMRANIFAR Hassan (IRN)","AL MARZOUQI Saleh (UAE)",249722,300061493,"CHI","SUI"
"740",740,2010,2010-06-21 20:30:00,"Group H","Ellis Park Stadium","Johannesburg","Spain",2,0,"Honduras",NA,54386,1,0,"NISHIMURA Yuichi (JPN)","SAGARA Toru (JPN)","JEONG Hae Sang (KOR)",249722,300061494,"ESP","HON"
"741",741,2010,2010-06-22 16:00:00,"Group A","Royal Bafokeng Sports Palace","Phokeng","Mexico",0,1,"Uruguay",NA,33425,0,1,"KASSAI Viktor (HUN)","EROS Gabor (HUN)","VAMOS Tibor (HUN)",249722,300061450,"MEX","URU"
"742",742,2010,2010-06-22 16:00:00,"Group A","Free State Stadium","Mangaung/Bloemfontein","France",1,2,"South Africa",NA,39415,0,2,"RUIZ Oscar (COL)","GONZALEZ Abraham (COL)","CLAVIJO Humberto (COL)",249722,300061449,"FRA","RSA"
"743",743,2010,2010-06-22 20:30:00,"Group B","Durban Stadium","Durban","Nigeria",2,2,"Korea Republic",NA,61874,1,1,"Oleg�rio BENQUEREN�A (POR)","CARDINAL Jose (POR)","MIRANDA Bertino (POR)",249722,300111115,"NGA","KOR"
"744",744,2010,2010-06-22 20:30:00,"Group B","Peter Mokaba Stadium","Polokwane","Greece",0,2,"Argentina",NA,38891,0,0,"Ravshan IRMATOV (UZB)","ILYASOV Rafael (UZB)","KOCHKAROV Bakhadyr (KGZ)",249722,300061455,"GRE","ARG"
"745",745,2010,2010-06-23 16:00:00,"Group C","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Slovenia",0,1,"England",NA,36893,0,1,"Wolfgang STARK (GER)","SALVER Jan-Hendrik (GER)","PICKEL Mike (GER)",249722,300061462,"SVN","ENG"
"746",746,2010,2010-06-23 16:00:00,"Group C","Loftus Versfeld Stadium","Tshwane/Pretoria","USA",1,0,"Algeria",NA,35827,0,0,"DE BLEECKERE Frank (BEL)","HERMANS Peter (BEL)","VROMANS Walter (BEL)",249722,300061461,"USA","ALG"
"747",747,2010,2010-06-23 20:30:00,"Group D","Soccer City Stadium","Johannesburg","Ghana",0,1,"Germany",NA,83391,0,0,"SIMON Carlos (BRA)","HAUSMANN Altemir (BRA)","BRAATZ Roberto (BRA)",249722,300061468,"GHA","GER"
"748",748,2010,2010-06-23 20:30:00,"Group D","Mbombela Stadium","Nelspruit","Australia",2,1,"Serbia",NA,37836,0,0,"LARRIONDA Jorge (URU)","FANDINO Pablo (URU)","ESPINOSA Mauricio (URU)",249722,300061467,"AUS","SRB"
"749",749,2010,2010-06-24 16:00:00,"Group F","Ellis Park Stadium","Johannesburg","Slovakia",3,2,"Italy",NA,53412,1,0,"WEBB Howard (ENG)","Darren CANN (ENG)","MULLARKEY Michael (ENG)",249722,300061480,"SVK","ITA"
"750",750,2010,2010-06-24 16:00:00,"Group F","Peter Mokaba Stadium","Polokwane","Paraguay",0,0,"New Zealand",NA,34850,0,0,"NISHIMURA Yuichi (JPN)","SAGARA Toru (JPN)","JEONG Hae Sang (KOR)",249722,300061479,"PAR","NZL"
"751",751,2010,2010-06-24 20:30:00,"Group E","Royal Bafokeng Sports Palace","Phokeng","Denmark",1,3,"Japan",NA,27967,0,2,"DAMON Jerome (RSA)","NTAGUNGIRA Celestin (RWA)","MOLEFE Enock (RSA)",249722,300061474,"DEN","JPN"
"752",752,2010,2010-06-24 20:30:00,"Group E","Cape Town Stadium","Cape Town","Cameroon",1,2,"Netherlands",NA,63093,0,1,"POZO Pablo (CHI)","BASUALTO Patricio (CHI)","MONDRIA Francisco (CHI)",249722,300061473,"CMR","NED"
"753",753,2010,2010-06-25 16:00:00,"Group G","Durban Stadium","Durban","Portugal",0,0,"Brazil",NA,62712,0,0,"ARCHUNDIA Benito (MEX)","VERGARA Hector (CAN)","TORRENTERA Marvin (MEX)",249722,300111111,"POR","BRA"
"754",754,2010,2010-06-25 16:00:00,"Group G","Mbombela Stadium","Nelspruit","Korea DPR",0,3,"C�te d'Ivoire",NA,34763,0,2,"Alberto UNDIANO MALLENCO (ESP)","MARTINEZ Fermin (ESP)","YUSTE Juan (ESP)",249722,300061486,"PRK","CIV"
"755",755,2010,2010-06-25 20:30:00,"Group H","Loftus Versfeld Stadium","Tshwane/Pretoria","Chile",1,2,"Spain",NA,41958,0,2,"RODRIGUEZ Marco (MEX)","CAMARGO Jose Luis (MEX)","MORIN Alberto (MEX)",249722,300061491,"CHI","ESP"
"756",756,2010,2010-06-25 20:30:00,"Group H","Free State Stadium","Mangaung/Bloemfontein","Switzerland",0,0,"Honduras",NA,28042,0,0,"BALDASSI Hector (ARG)","CASAS Ricardo (ARG)","MAIDANA Hernan (ARG)",249722,300061492,"SUI","HON"
"757",757,2010,2010-06-26 16:00:00,"Round of 16","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Uruguay",2,1,"Korea Republic",NA,30597,1,0,"Wolfgang STARK (GER)","SALVER Jan-Hendrik (GER)","PICKEL Mike (GER)",249717,300061504,"URU","KOR"
"758",758,2010,2010-06-26 20:30:00,"Round of 16","Royal Bafokeng Sports Palace","Phokeng","USA",1,2,"Ghana","Ghana win after extra time",34976,0,0,"KASSAI Viktor (HUN)","EROS Gabor (HUN)","VAMOS Tibor (HUN)",249717,300061503,"USA","GHA"
"759",759,2010,2010-06-27 16:00:00,"Round of 16","Free State Stadium","Mangaung/Bloemfontein","Germany",4,1,"England",NA,40510,2,1,"LARRIONDA Jorge (URU)","FANDINO Pablo (URU)","ESPINOSA Mauricio (URU)",249717,300061501,"GER","ENG"
"760",760,2010,2010-06-27 20:30:00,"Round of 16","Soccer City Stadium","Johannesburg","Argentina",3,1,"Mexico",NA,84377,2,0,"ROSETTI Roberto (ITA)","CALCAGNO Paolo (ITA)","AYROLDI Stefano (ITA)",249717,300061502,"ARG","MEX"
"761",761,2010,2010-06-28 16:00:00,"Round of 16","Durban Stadium","Durban","Netherlands",2,1,"Slovakia",NA,61962,1,0,"Alberto UNDIANO MALLENCO (ESP)","MARTINEZ Fermin (ESP)","YUSTE Juan (ESP)",249717,300111113,"NED","SVK"
"762",762,2010,2010-06-28 20:30:00,"Round of 16","Ellis Park Stadium","Johannesburg","Brazil",3,0,"Chile",NA,54096,2,0,"WEBB Howard (ENG)","Darren CANN (ENG)","MULLARKEY Michael (ENG)",249717,300061500,"BRA","CHI"
"763",763,2010,2010-06-29 16:00:00,"Round of 16","Loftus Versfeld Stadium","Tshwane/Pretoria","Paraguay",0,0,"Japan","Paraguay win on penalties (5 - 3)",36742,0,0,"DE BLEECKERE Frank (BEL)","HERMANS Peter (BEL)","VROMANS Walter (BEL)",249717,300061497,"PAR","JPN"
"764",764,2010,2010-06-29 20:30:00,"Round of 16","Cape Town Stadium","Cape Town","Spain",1,0,"Portugal",NA,62955,0,0,"BALDASSI Hector (ARG)","CASAS Ricardo (ARG)","MAIDANA Hernan (ARG)",249717,300061498,"ESP","POR"
"765",765,2010,2010-07-02 16:00:00,"Quarter-finals","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Netherlands",2,1,"Brazil",NA,40186,0,1,"NISHIMURA Yuichi (JPN)","SAGARA Toru (JPN)","JEONG Hae Sang (KOR)",249718,300061507,"NED","BRA"
"766",766,2010,2010-07-02 20:30:00,"Quarter-finals","Soccer City Stadium","Johannesburg","Uruguay",1,1,"Ghana","Uruguay win on penalties (4 - 2)",84017,0,0,"Oleg�rio BENQUEREN�A (POR)","CARDINAL Jose (POR)","MIRANDA Bertino (POR)",249718,300061508,"URU","GHA"
"767",767,2010,2010-07-03 16:00:00,"Quarter-finals","Cape Town Stadium","Cape Town","Argentina",0,4,"Germany",NA,64100,0,1,"Ravshan IRMATOV (UZB)","ILYASOV Rafael (UZB)","KOCHKAROV Bakhadyr (KGZ)",249718,300061505,"ARG","GER"
"768",768,2010,2010-07-03 20:30:00,"Quarter-finals","Ellis Park Stadium","Johannesburg","Paraguay",0,1,"Spain",NA,55359,0,0,"BATRES Carlos (GUA)","LEAL Leonel (CRC)","PASTRANA Carlos (HON)",249718,300061506,"PAR","ESP"
"769",769,2010,2010-07-06 20:30:00,"Semi-finals","Cape Town Stadium","Cape Town","Uruguay",2,3,"Netherlands",NA,62479,1,1,"Ravshan IRMATOV (UZB)","ILYASOV Rafael (UZB)","KOCHKAROV Bakhadyr (KGZ)",249719,300061512,"URU","NED"
"770",770,2010,2010-07-07 20:30:00,"Semi-finals","Durban Stadium","Durban","Germany",0,1,"Spain",NA,60960,0,0,"KASSAI Viktor (HUN)","EROS Gabor (HUN)","VAMOS Tibor (HUN)",249719,300111114,"GER","ESP"
"771",771,2010,2010-07-10 20:30:00,"Match for third place","Port Elizabeth Stadium","Nelson Mandela Bay/Port Elizabeth","Uruguay",2,3,"Germany",NA,36254,1,1,"ARCHUNDIA Benito (MEX)","VERGARA Hector (CAN)","TORRENTERA Marvin (MEX)",249720,300061510,"URU","GER"
"772",772,2010,2010-07-11 20:30:00,"Final","Soccer City Stadium","Johannesburg","Netherlands",0,1,"Spain","Spain win after extra time",84490,0,0,"WEBB Howard (ENG)","Darren CANN (ENG)","MULLARKEY Michael (ENG)",249721,300061509,"NED","ESP"
"773",773,2014,2014-06-12 17:00:00,"Group A","Arena de Sao Paulo","Sao Paulo","Brazil",3,1,"Croatia",NA,62103,1,1,"NISHIMURA Yuichi (JPN)","SAGARA Toru (JPN)","NAGI Toshiyuki (JPN)",255931,300186456,"BRA","CRO"
"774",774,2014,2014-06-13 13:00:00,"Group A","Estadio das Dunas","Natal","Mexico",1,0,"Cameroon",NA,39216,0,0,"ROLDAN Wilmar (COL)","CLAVIJO Humberto (COL)","DIAZ Eduardo (COL)",255931,300186492,"MEX","CMR"
"775",775,2014,2014-06-13 16:00:00,"Group B","Arena Fonte Nova","Salvador","Spain",1,5,"Netherlands",NA,48173,1,1,"Nicola RIZZOLI (ITA)","Renato FAVERANI (ITA)","Andrea STEFANI (ITA)",255931,300186510,"ESP","NED"
"776",776,2014,2014-06-13 18:00:00,"Group B","Arena Pantanal","Cuiaba","Chile",3,1,"Australia",NA,40275,2,1,"Noumandiez DOUE (CIV)","YEO Songuifolo (CIV)","BIRUMUSHAHU Jean Claude (BDI)",255931,300186473,"CHI","AUS"
"777",777,2014,2014-06-14 13:00:00,"Group C","Estadio Mineirao","Belo Horizonte","Colombia",3,0,"Greece",NA,57174,1,0,"GEIGER Mark (USA)","HURD Sean (USA)","FLETCHER Joe (CAN)",255931,300186471,"COL","GRE"
"778",778,2014,2014-06-14 16:00:00,"Group D","Estadio Castelao","Fortaleza","Uruguay",1,3,"Costa Rica",NA,58679,1,0,"BRYCH Felix (GER)","BORSCH Mark (GER)","LUPP Stefan (GER)",255931,300186489,"URU","CRC"
"779",779,2014,2014-06-14 18:00:00,"Group D","Arena Amazonia","Manaus","England",1,2,"Italy",NA,39800,1,1,"Bj�rn KUIPERS (NED)","Sander VAN ROEKEL (NED)","Erwin ZEINSTRA (NED)",255931,300186513,"ENG","ITA"
"780",780,2014,2014-06-14 22:00:00,"Group C","Arena Pernambuco","Recife","C�te d'Ivoire",2,1,"Japan",NA,40267,0,1,"OSSES Enrique (CHI)","ASTROZA Carlos (CHI)","ROMAN Sergio (CHI)",255931,300186507,"CIV","JPN"
"781",781,2014,2014-06-15 13:00:00,"Group E","Estadio Nacional","Brasilia","Switzerland",2,1,"Ecuador",NA,68351,0,1,"Ravshan IRMATOV (UZB)","RASULOV Abduxamidullo (UZB)","KOCHKAROV Bakhadyr (KGZ)",255931,300186494,"SUI","ECU"
"782",782,2014,2014-06-15 16:00:00,"Group E","Estadio Beira-Rio","Porto Alegre","France",3,0,"Honduras",NA,43012,1,0,"RICCI Sandro (BRA)","DE CARVALHO Emerson (BRA)","VAN GASSE Marcelo (BRA)",255931,300186496,"FRA","HON"
"783",783,2014,2014-06-15 19:00:00,"Group F","Estadio do Maracana","Rio De Janeiro","Argentina",2,1,"rn"">Bosnia and Herzegovina",NA,74738,1,0,"AGUILAR Joel (SLV)","TORRES William (SLV)","ZUMBA Juan (SLV)",255931,300186477,"ARG","BIH"
"784",784,2014,2014-06-16 13:00:00,"Group G","Arena Fonte Nova","Salvador","Germany",4,0,"Portugal",NA,51081,3,0,"MAZIC Milorad (SRB)","RISTIC Milovan (SRB)","DJURDJEVIC Dalibor (SRB)",255931,300186475,"GER","POR"
"785",785,2014,2014-06-16 16:00:00,"Group F","Arena da Baixada","Curitiba","IR Iran",0,0,"Nigeria",NA,39081,0,0,"VERA Carlos (ECU)","LESCANO Christian (ECU)","ROMERO Byron (ECU)",255931,300186505,"IRN","NGA"
"786",786,2014,2014-06-16 19:00:00,"Group G","Estadio das Dunas","Natal","Ghana",1,2,"USA",NA,39760,0,1,"ERIKSSON Jonas (SWE)","KLASENIUS Mathias (SWE)","WARNMARK Daniel (SWE)",255931,300186512,"GHA","USA"
"787",787,2014,2014-06-17 13:00:00,"Group H","Estadio Mineirao","Belo Horizonte","Belgium",2,1,"Algeria",NA,56800,0,1,"RODRIGUEZ Marco (MEX)","TORRENTERA Marvin (MEX)","QUINTERO Marcos (MEX)",255931,300186479,"BEL","ALG"
"788",788,2014,2014-06-17 16:00:00,"Group A","Estadio Castelao","Fortaleza","Brazil",0,0,"Mexico",NA,60342,0,0,"C�neyt �AKIR (TUR)","DURAN Bahattin (TUR)","ONGUN Tarik (TUR)",255931,300186509,"BRA","MEX"
"789",789,2014,2014-06-17 18:00:00,"Group H","Arena Pantanal","Cuiaba","Russia",1,1,"Korea Republic",NA,37603,0,0,"PITANA Nestor (ARG)","MAIDANA Hernan (ARG)","BELATTI Juan Pablo (ARG)",255931,300186499,"RUS","KOR"
"790",790,2014,2014-06-18 13:00:00,"Group B","Estadio Beira-Rio","Porto Alegre","Australia",2,3,"Netherlands",NA,42877,1,1,"HAIMOUDI Djamel (ALG)","ACHIK Redouane (MAR)","ETCHIALI Abdelhak (ALG)",255931,300186478,"AUS","NED"
"791",791,2014,2014-06-18 16:00:00,"Group B","Estadio do Maracana","Rio De Janeiro","Spain",0,2,"Chile",NA,74101,0,2,"GEIGER Mark (USA)","HURD Sean (USA)","FLETCHER Joe (CAN)",255931,300186498,"ESP","CHI"
"792",792,2014,2014-06-18 18:00:00,"Group A","Arena Amazonia","Manaus","Cameroon",0,4,"Croatia",NA,39982,0,1,"PROENCA Pedro (POR)","MIRANDA Bertino (POR)","TRIGO Jose (POR)",255931,300186453,"CMR","CRO"
"793",793,2014,2014-06-19 13:00:00,"Group C","Estadio Nacional","Brasilia","Colombia",2,1,"C�te d'Ivoire",NA,68748,0,0,"WEBB Howard (ENG)","MULLARKEY Michael (ENG)","Darren CANN (ENG)",255931,300186468,"COL","CIV"
"794",794,2014,2014-06-19 16:00:00,"Group D","Arena de Sao Paulo","Sao Paulo","Uruguay",2,1,"England",NA,62575,1,0,"Carlos VELASCO CARBALLO (ESP)","ALONSO FERNANDEZ Roberto (ESP)","YUSTE Juan (ESP)",255931,300186486,"URU","ENG"
"795",795,2014,2014-06-19 19:00:00,"Group C","Estadio das Dunas","Natal","Japan",0,0,"Greece",NA,39485,0,0,"AGUILAR Joel (SLV)","TORRES William (SLV)","ZUMBA Juan (SLV)",255931,300186454,"JPN","GRE"
"796",796,2014,2014-06-20 13:00:00,"Group D","Arena Pernambuco","Recife","Italy",0,1,"Costa Rica",NA,40285,0,1,"OSSES Enrique (CHI)","ASTROZA Carlos (CHI)","ROMAN Sergio (CHI)",255931,300186500,"ITA","CRC"
"797",797,2014,2014-06-20 16:00:00,"Group E","Arena Fonte Nova","Salvador","Switzerland",2,5,"France",NA,51003,0,3,"Bj�rn KUIPERS (NED)","Sander VAN ROEKEL (NED)","Erwin ZEINSTRA (NED)",255931,300186514,"SUI","FRA"
"798",798,2014,2014-06-20 19:00:00,"Group E","Arena da Baixada","Curitiba","Honduras",1,2,"Ecuador",NA,39224,1,1,"Ben WILLIAMS (AUS)","CREAM Matthew (AUS)","ANAZ Hakan (AUS)",255931,300186463,"HON","ECU"
"799",799,2014,2014-06-21 13:00:00,"Group F","Estadio Mineirao","Belo Horizonte","Argentina",1,0,"IR Iran",NA,57698,0,0,"MAZIC Milorad (SRB)","RISTIC Milovan (SRB)","DJURDJEVIC Dalibor (SRB)",255931,300186466,"ARG","IRN"
"800",800,2014,2014-06-21 16:00:00,"Group G","Estadio Castelao","Fortaleza","Germany",2,2,"Ghana",NA,59621,0,0,"RICCI Sandro (BRA)","DE CARVALHO Emerson (BRA)","VAN GASSE Marcelo (BRA)",255931,300186493,"GER","GHA"
"801",801,2014,2014-06-21 18:00:00,"Group F","Arena Pantanal","Cuiaba","Nigeria",1,0,"rn"">Bosnia and Herzegovina",NA,40499,1,0,"Peter O'LEARY (NZL)","HINTZ Jan Hendrik (NZL)","RULE Mark (NZL)",255931,300186511,"NGA","BIH"
"802",802,2014,2014-06-22 13:00:00,"Group H","Estadio do Maracana","Rio De Janeiro","Belgium",1,0,"Russia",NA,73819,0,0,"BRYCH Felix (GER)","BORSCH Mark (GER)","LUPP Stefan (GER)",255931,300186481,"BEL","RUS"
"803",803,2014,2014-06-22 16:00:00,"Group H","Estadio Beira-Rio","Porto Alegre","Korea Republic",2,4,"Algeria",NA,42732,0,3,"ROLDAN Wilmar (COL)","DIAZ Eduardo (COL)","LESCANO Christian (ECU)",255931,300186495,"KOR","ALG"
